Settore Merceologico;Insegna;Ubicazione;Tipo via;Via;Civico;Codice via;ZD;Settore Storico Cf Preval;Superficie Vendita;Superficie Altri Usi;Superficie Tabelle Speciali;Superficie Totale
non alimentare;calzedonia;"VIA FONTANA N. 5 aff. a tempo indeterminato; isolato:033; accesso: accesso esterno; (z.d. 1)";VIA;FONTANA;5;3058;1;biancheria intima;62;23;;85
non alimentare;calzedonia;"VIA LAGRANGE GIUSEPPE N. 2 ; isolato:094; accesso: accesso esterno; (z.d. 5)";VIA;LAGRANGE GIUSEPPE;2;5205;5;calze e guanti;21;;;21
non alimentare;calzedonia;"VIA QUARENGHI GIACOMO N. 23 interno centro comm bonola; isolato:300; accesso: accesso esterno; (z.d. 8)";VIA;QUARENGHI GIACOMO;23;7478;8;calze e guanti;49;11;;60
non alimentare;calzedonia;"VIA SAN PAOLO N. 1 ;via san paolo 001; isolato:385; accesso: accesso esterno; (z.d. 1)";VIA;SAN PAOLO;1;212;1;biancheria intima;250;130;;380
non alimentare;calze merceria;"VLE MONTE NERO N. 27 ; isolato:133; accesso: accesso esterno; (z.d. 1)";VLE;MONTE NERO;27;3062;1;merceria;18;2;;20
non alimentare;calzificio tris sas.;"VIA GLUCK CRISTOFORO N. 50 ; isolato:144; accesso: accesso esterno; (z.d. 2)";VIA;GLUCK CRISTOFORO;50;1215;2;calze e guanti;130;;;130
non alimentare;calzolaio;"PZA MIANI GUGLIELMO N. 5 ; isolato:066; (z.d. 6)";PZA;MIANI GUGLIELMO;5;5308;6;accessori per calzature;12;;;12
non alimentare;calzolaio;"VIA BERGAMO N. 3 ; isolato:093; accesso: accesso esterno; (z.d. 4)";VIA;BERGAMO;3;3189;4;accessori per calzature;10;;;10
non alimentare;calzoleria artigiana;"VLE COL DI LANA N. 12 ; isolato:096; accesso: accesso esterno; (z.d. 5)";VLE;COL DI LANA;12;5198;5;calzature;42;;;42
non alimentare;camaieu italia srl.;"CSO BUENOS AIRES N. 25 ; isolato:078; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;25;2129;3;abbigliamento;250;;;250
non alimentare;camargo stile  domani;"VIA TIRABOSCHI GEROLAMO N. 15 ; isolato:138; accesso: accesso esterno; (z.d. 4)";VIA;TIRABOSCHI GEROLAMO;15;4072;4;profumeria in parrucchiere;16;;;105
non alimentare;cambielli spa.;"VLE PICENO N. 12 ; isolato:248; accesso: accesso esterno; (z.d. 4)";VLE;PICENO;12;3114;4;art.per l'arredam.del bagno;250;;;250
non alimentare;cambio;"VIA CANTU' CESARE N. 3 ;via cantu' cesare 003; isolato:437; accesso: accesso esterno; (z.d. 1)";VIA;CANTU' CESARE;3;573;1;filatelia e numismatica;22;;;22
non alimentare;came arredamenti;"VIA ERODOTO N. 2 ; isolato:099; accesso: accesso esterno; (z.d. 2)";VIA;ERODOTO;2;2352;2;mobili;116;;;116
non alimentare;camera service milano snc;"VLE SARCA N. 37 ; accesso: accesso esterno; (z.d. 9)";VLE;SARCA;37;1427;9;cine-foto-ottica-art.scientifi;41;;;334
non alimentare;camiceria;"VIA GONZAGA MAURIZIO N. 6 ;via gonzaga maurizio 006; isolato:448; accesso: accesso esterno; (z.d. 1)";VIA;GONZAGA MAURIZIO;6;344;1;biancheria intima;20;;;20
non alimentare;camiceria;"VIA REMBRANDT N. 11 ; isolato:003; accesso: accesso esterno; (z.d. 7)";VIA;REMBRANDT;11;6618;7;camiceria;32;;;32
non alimentare;camiceria;"VLE MONTE NERO N. 12 ; isolato:163; accesso: accesso esterno; (z.d. 4)";VLE;MONTE NERO;12;3062;4;camiceria;18;;;38
non alimentare;camiceria gentili;"VIA BOBBIO N. 2 ; isolato:037; accesso: accesso esterno; (z.d. 6)";VIA;BOBBIO;2;5107;6;abbigliamento;30;5;;35
non alimentare;camiceria maglieria;"CSO LODI N. 15 ; isolato:172; accesso: accesso esterno; (z.d. 4)";CSO;LODI;15;4068;4;abbigliamento;32;23;;55
non alimentare;camiceria milanese;"VIA DOGANA N. 2 ;via dogana 002; isolato:450; accesso: accesso esterno; (z.d. 1)";VIA;DOGANA;2;341;1;abbigliamento uomo;20;3;;23
non alimentare;camicie e cravatte;"VIA FRIULI N. 1 ; isolato:176; accesso: accesso esterno; (z.d. 4)";VIA;FRIULI;1;3199;4;camiceria;39;;;66
non alimentare;camisards srl.;"CSO DI PORTA ROMANA N. 54 ;cso di porta romana 054; isolato:270; accesso: accesso esterno; (z.d. 1)";CSO;DI PORTA ROMANA;54;402;1;abbigliamento;176;;;200
non alimentare;camper;"VIA TORINO N. 15 ;via torino 015; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA;TORINO;15;543;1;calzature;45;45;;90
non alimentare;campomotori;"VIA VARESINA N. 66 ; isolato:255; accesso: accesso esterno; (z.d. 8)";VIA;VARESINA;66;7290;8;autoveicoli;85;;;85
non alimentare;canadian;"VIA S. GIOV. SUL MURO N. 5 ;via s. giov. sul muro 005; isolato:372; accesso: accesso esterno; (z.d. 1)";VIA;S. GIOV. SUL MURO;5;609;1;articoli sportivi;50;;;50
non alimentare;cancelleria cartocema;"CSO COMO N. 5 ; isolato:317; accesso: accesso esterno; (z.d. 9)";CSO;COMO;5;1111;9;cartoleria cancelleria;40;40;;80
non alimentare;cancelleria-mater.foto;"VIA PONTI ETTORE N. 21 ; accesso: accesso esterno; (z.d. 6)";VIA;PONTI ETTORE;21;5297;6;cartoleria cancelleria;85;;;145
non alimentare;candele;"VIA FIORI CHIARI N. 16 ;via fiori chiari 016; isolato:298; accesso: accesso esterno; (z.d. 1)";VIA;FIORI CHIARI;16;135;1;soprammob.in materiale vario;16;;;20
non alimentare;canetta;"PZA MISSORI GIUSEPPE N. 2 ;via mazzini giuseppe 020; isolato:445; accesso: accesso esterno; (z.d. 1)";PZA;MISSORI GIUSEPPE;2;525;1;merceria;118;137;;255
non alimentare;canetta;"VIA DANTE ALIGHIERI N. 4 ;via dante alighieri 004; isolato:377; accesso: accesso esterno; (z.d. 1)";VIA;DANTE ALIGHIERI;4;612;1;articoli tessili per arredamen;70;30;;100
non alimentare;canetta;"VIA SOLFERINO num.002; accesso: accesso esterno; (z.d. 1)";VIA;SOLFERINO;;1028;1;lane e filati;51;;;51
non alimentare;canetta;"VIA VETTABBIA N. 7 ; isolato:210; accesso: accesso esterno; (z.d. 1)";VIA;VETTABBIA;7;5187;1;merceria;65;250;;315
non alimentare;canevarolo interni srl.;"VIA BAZZI CARLO N. 7 ; isolato:168; accesso: accesso esterno; (z.d. 5)";VIA;BAZZI CARLO;7;4222;5;arredamenti;197;;;197
non alimentare;caos;"VIA CASTALDI PANFILO N. 23 ; isolato:128; accesso: accesso esterno; (z.d. 3)";VIA;CASTALDI PANFILO;23;2119;3;abbigliamento;18;;;18
non alimentare;capitol fashion;"CSO BUENOS AIRES N. 22 ; isolato:082; accesso: accesso esterno; (z.d. 3)";CSO;BUENOS AIRES;22;2129;3;abbigliamento uomo;22;;;22
non alimentare;capone argenterie;"VIA MORELLI GIOVANNI N. 1 ; isolato:152; accesso: accesso esterno; (z.d. 1)";VIA;MORELLI GIOVANNI;1;2166;1;argenteria;30;;;30
non alimentare;capoverde;"VIA LEONCAVALLO RUGGERO N. 16 ; isolato:002; accesso: accesso esterno; (z.d. 3)";VIA;LEONCAVALLO RUGGERO;16;2389;3;fiori e piante;250;;;250
non alimentare;cappelleria melegari;"VIA SARPI FRA' PAOLO N. 19 ; isolato:113; accesso: accesso esterno; (z.d. 1)";VIA;SARPI FRA' PAOLO;19;7210;1;abbigliamento;215;;;215
non alimentare;cappelleria pelletteria;"VIA RISMONDO FRANCESCO N. 29 ; isolato:262; accesso: accesso esterno; (z.d. 7)";VIA;RISMONDO FRANCESCO;29;6756;7;abbigliamento;36;36;;72
non alimentare;caprice de chantecler;"VIA SANTO SPIRITO N. 5 ;via santo spirito 005; isolato:258; accesso: accesso esterno; (z.d. 1)";VIA;SANTO SPIRITO;5;228;1;orologeria;50;;;50
non alimentare;caprioli e bresciani;"VIA TREVISO N. 1 ; isolato:206; accesso: accesso esterno; (z.d. 2)";VIA;TREVISO;1;2382;2;casalinghi;77;10;;87
non alimentare;c.a.r.;"VLE MONZA N. 341 ; isolato:023; accesso: accesso esterno; (z.d. 2)";VLE;MONZA;341;2274;2;autoveicoli;68;;;68
non alimentare;caraceni;"VIA FATEBENEFRATELLI N. 16 ;via fatebenefratelli 016; isolato:251; accesso: accesso interno; (z.d. 1)";VIA;FATEBENEFRATELLI;16;144;1;profumeria;23;;;23
non alimentare;caraibi center;"VIA VAL DI SOLE N. 22 ; isolato:166; accesso: accesso esterno; (z.d. 5)";VIA;VAL DI SOLE;22;4295;5;profumeria;34;34;;68
non alimentare;caravan  E  car;"VIA DELLA CHIESA ROSSA N. 251 ; isolato:080; accesso: accesso esterno; (z.d. 5)";VIA;DELLA CHIESA ROSSA;251;5321;5;auto-moto-cicli;30;;;30
non alimentare;carburanti e access.auto;"VIA BUCCINASCO num.039; accesso: accesso esterno; (z.d. 6)";VIA;BUCCINASCO;;5362;6;carburanti e lubrificanti;175;;170;1529
non alimentare;carcano foderami;"CSO INDIPENDENZA N. 23 ; isolato:179; accesso: accesso esterno; (z.d. 3)";CSO;INDIPENDENZA;23;3118;3;tessuti per abbigliamento;32;;;32
non alimentare;carcomauto spa.;"VLE SERRA RENATO N. 61 ; isolato:324; accesso: accesso esterno; (z.d. 8)";VLE;SERRA RENATO;61;6426;8;autoveicoli;190;;;190
non alimentare;cardinale snc.;"VIA BELFIORE N. 9 ; isolato:215; accesso: accesso esterno; (z.d. 7)";VIA;BELFIORE;9;6246;7;calzature;29;;;29
non alimentare;carecarry srl.;"VIA BORDIGHERA N. 36 ; isolato:053; accesso: accesso esterno; (z.d. 5)";VIA;BORDIGHERA;36;5265;5;autoveicoli;145;;;145
non alimentare;cargo high tech;"VIA MEUCCI ANTONIO N. 39 art. 38 c. 4 r.r. 3/2000; isolato:169; accesso: area ap.rec.; (z.d. 2)";VIA;MEUCCI ANTONIO;39;2497;2;mobili;250;;;2500
non alimentare;caribu  srl.;"VIA CAMINADELLA N. 7 ;via caminadella 007; isolato:278; accesso: accesso esterno; (z.d. 1)";VIA;CAMINADELLA;7;551;1;abbigliamento;70;;;70
non alimentare;carla baby;"CSO DI PORTA ROMANA N. 72 ;cso di porta romana 072; isolato:205; accesso: accesso esterno; (z.d. 1)";CSO;DI PORTA ROMANA;72;402;1;abbigliamento bambino;60;;;60
non alimentare;carla cartoleria;"VIA NOVARA N. 143 ; isolato:036; accesso: accesso esterno; (z.d. 7)";VIA;NOVARA;143;6624;7;cartoleria cancelleria;33;;;33
non alimentare;carla mondini antiquariat;"VIA FIORI CHIARI N. 8 ;via fiori chiari 008; isolato:298; accesso: accesso esterno; (z.d. 1)";VIA;FIORI CHIARI;8;135;1;antichita' e oggetti d'arte,an;34;;;34
non alimentare;carlassare f.;"VIA PISTRUCCI SCIPIONE N. 20 ; isolato:102; accesso: accesso interno; (z.d. 4)";VIA;PISTRUCCI SCIPIONE;20;3215;4;articoli sanitari;40;330;;370
non alimentare;carlo orsi antichita srl.;"VIA BAGUTTA N. 14 ;via bagutta 014; isolato:261; accesso: accesso interno; (z.d. 1)";VIA;BAGUTTA;14;221;1;antichita' e oggetti d'arte,an;60;;;60
non alimentare;carlo spigaroli;"CSO LODI N. 13 ; isolato:170; accesso: accesso esterno; (z.d. 4)";CSO;LODI;13;4068;4;materiali da costruzione;28;;;28
non alimentare;carlo tivoli;"VIA SANTO SPIRITO N. 24 ;via santo spirito 024; isolato:259; accesso: accesso esterno; (z.d. 1)";VIA;SANTO SPIRITO;24;228;1;pellicceria;182;53;;235
non alimentare;car multiservice autoccas;"VIA PADOVA N. 237 art.2 nø7/15701 dgr 18/12/2003; isolato:228; accesso: accesso esterno; (z.d. 2)";VIA;PADOVA;237;2275;2;autoveicoli;60;;;600
non alimentare;carock bazar carnaby;"VIA VITRUVIO N. 2 ; isolato:044; accesso: accesso esterno; (z.d. 3)";VIA;VITRUVIO;2;2134;3;bigiotteria e chincaglieria;40;;;40
non alimentare;carolibreria;"VIA PAGANO MARIO N. 69 ; isolato:200; accesso: accesso esterno; (z.d. 7)";VIA;PAGANO MARIO;69;6186;7;cartolibreria;30;;;30
non alimentare;carpe diem;"VLE TUNISIA num.001; isolato:124; accesso: accesso esterno; (z.d. 3)";VIA;SAN GREGORIO;3;2123;3;cartoleria cancelleria;116;;;116
non alimentare;carpe tempus;"VIA GALVANI LUIGI N. 12 int.hotel hillton; isolato:246; accesso: accesso interno; (z.d. 2)";VIA;GALVANI LUIGI;12;1179;2;antichita' e oggetti d'arte,an;14;;;14
non alimentare;carpisa;"CSO BUENOS AIRES N. 28 ; isolato:082; (z.d. 3)";CSO;BUENOS AIRES;28;2129;3;valigeria, pelletteria;105;27;;132
non alimentare;carpisa;"VIA DELL' UNIONE N. 2 ;via dell' unione 002; isolato:444; accesso: accesso esterno; (z.d. 1)";VIA;DELL' UNIONE;2;521;1;valigeria, pelletteria;128;;;152
non alimentare;car point snc.;"VIA BOVISASCA N. 141 ; isolato:167; accesso: accesso interno; (z.d. 9)";VIA;BOVISASCA;141;1460;9;accessori e ricambi auto-moto;50;;;50
non alimentare;carrera;"PZA SANTA FRANCESCA ROMANA N. 3 ; isolato:108; accesso: accesso esterno; (z.d. 3)";PZA;SANTA FRANCESCA ROMANA;3;2183;3;abbigliamento;113;46;;159
non alimentare;carre  srl.;"VLE PAPINIANO N. 38 ; isolato:021; accesso: accesso esterno; (z.d. 1)";VLE;PAPINIANO;38;5097;1;mobili;235;;;240
non alimentare;carrozzeria;"VIA FABIO MASSIMO N. 43 ; isolato:147; accesso: accesso esterno; (z.d. 4)";VIA;FABIO MASSIMO;43;4304;4;autoveicoli;100;;;100
non alimentare;carrozzeria cucumazzo;"VIA QUARANTA BERNARDO N. 21 ; isolato:108; accesso: accesso esterno; (z.d. 5)";VIA;QUARANTA BERNARDO;21;4271;5;autoveicoli;65;;;365
non alimentare;carrozzeria f.lli alzani;"VIA ZAMAGNA BERNARDO N. 13 ; isolato:241; accesso: accesso esterno; (z.d. 7)";VIA;ZAMAGNA BERNARDO;13;6570;7;autoveicoli;58;;;58
non alimentare;carrozzeria italia srl.;"VIA CHAVEZ GIORGIO N. 12 ; isolato:338; accesso: accesso esterno; (z.d. 2)";VIA;CHAVEZ GIORGIO;12;2365;2;autoveicoli;150;;;150
non alimentare;carrozzeria mambretti snc;"VIA GRASSI GIOVANNI BATTISTA N. 2 ; isolato:092; accesso: accesso esterno; (z.d. 8)";VIA;GRASSI GIOVANNI BATTISTA;2;7465;8;autoveicoli;60;;;60
non alimentare;carrozzeria novello snc.;"VIA ANTEGNATI N. 5 ; isolato:178; accesso: accesso esterno; (z.d. 5)";VIA;ANTEGNATI;5;4317;5;autoveicoli;100;;;400
non alimentare;carrozzeria ripamonti;"VIA CASSANO D'ADDA N. 19 ; isolato:113; accesso: accesso esterno; (z.d. 5)";VIA;CASSANO D'ADDA;19;4195;5;auto-moto-cicli;60;;;60
non alimentare;carrozzeria saic snc.;"VIA GALLARATE N. 54 ; isolato:228; accesso: accesso esterno; (z.d. 8)";VIA;GALLARATE;54;7420;8;autoveicoli;120;;;120
non alimentare;carrozzeria spadoni;"VIA DELLE FORZE ARMATE N. 326 ; isolato:140; (z.d. 7)";VIA;DELLE FORZE ARMATE;326;6643;7;autoveicoli;40;;;400
non alimentare;car service autofficina;"PLE ISTRIA N. 14 ; isolato:031; accesso: accesso esterno; (z.d. 2)";PLE;ISTRIA;14;1347;2;autoveicoli;140;;;140
non alimentare;car service di fogli a.;"VIA MONTEGANI LODOVICO N. 16 ; accesso: accesso esterno; (z.d. 5)";VIA;MONTEGANI LODOVICO;16;5330;5;autoveicoli;99;;;0
non alimentare;cartabar;"VIA PLINIO CAIO SECONDO N. 3 ; isolato:046; accesso: accesso esterno; (z.d. 3)";VIA;PLINIO CAIO SECONDO;3;2144;3;articoli regalo;35;;;35
non alimentare;carta e art.cancelleria;"VIA SAN BARNABA N. 39 ; isolato:109; accesso: accesso esterno; (z.d. 1)";VIA;SAN BARNABA;39;3010;1;cartoleria cancelleria;20;;;40
non alimentare;carta e penna;"VIA RAVIZZA CARLO N. 4 ; isolato:194; accesso: accesso esterno; (z.d. 7)";VIA;RAVIZZA CARLO;4;6285;7;cartoleria cancelleria;42;;;42
non alimentare;carta e sacchetti;"VIA CRESPI BENIGNO N. 9 ; isolato:089; accesso: accesso interno; (z.d. 9)";VIA;CRESPI BENIGNO;9;1313;9;carta, cartoni, spaghi;120;;;120
non alimentare;cartafollia;"VLE CONI ZUGNA N. 43 ; isolato:022; accesso: accesso esterno; (z.d. 1)";VLE;CONI ZUGNA;43;5110;1;cartolibreria;43;7;;50
non alimentare;cartartide;"VIA ORTI N. 35 ; isolato:113; accesso: accesso esterno; (z.d. 1)";VIA;ORTI;35;4031;1;carta, cartoni, spaghi;40;;;40
non alimentare;carte geografiche automob;"CSO VENEZIA N. 43 ;cso venezia 043; isolato:095; accesso: accesso esterno; (z.d. 1)";CSO;VENEZIA;43;238;1;stampati;15;;;15
non alimentare;carte telefoniche;"VIA CASATI FELICE N. 29 ; isolato:097; accesso: accesso esterno; (z.d. 2)";VIA;CASATI FELICE;29;2122;2;articoli per fumatori;90;;;90
non alimentare;cartografica lombarda snc;"VIA CANONICA LUIGI N. 72 ; isolato:105; accesso: accesso esterno; (z.d. 8)";VIA;CANONICA LUIGI;72;7121;8;cartoleria cancelleria;50;;;50
non alimentare;cartolandia cartoleria;"VIA BAZZINI ANTONIO N. 1 ; isolato:047; accesso: accesso esterno; (z.d. 3)";VIA;BAZZINI ANTONIO;1;2427;3;cartoleria cancelleria;24;;;36
non alimentare;cartoleria;"CSO CONCORDIA N. 16 ; isolato:003; accesso: accesso esterno; (z.d. 4)";CSO;CONCORDIA;16;3116;4;cartoleria cancelleria;42;;;42
non alimentare;cartoleria;"LGO MURANI ORESTE N. 5 ; isolato:150; accesso: accesso esterno; (z.d. 3)";LGO;MURANI ORESTE;5;3234;3;cartoleria cancelleria;20;15;;35
non alimentare;cartoleria;"PLE GIOVANNI DALLE BANDE NERE N. 2 ; isolato:016; accesso: accesso esterno; (z.d. 7)";PLE;GIOVANNI DALLE BANDE NERE;2;6614;7;in attesa di revoca;20;;;20
non alimentare;cartoleria;"PLE GORINI PAOLO N. 11 ; isolato:148; accesso: accesso esterno; (z.d. 3)";PLE;GORINI PAOLO;11;3170;3;cartoleria cancelleria;22;7;;29
non alimentare;cartoleria;"PLE NEGRELLI LUIGI N. 4 ; isolato:024; accesso: accesso esterno; (z.d. 6)";PLE;NEGRELLI LUIGI;4;5368;6;cartoleria cancelleria;27;2;;29
non alimentare;cartoleria;"PZA ASPROMONTE N. 51 ; isolato:040; accesso: accesso esterno; (z.d. 3)";PZA;ASPROMONTE;51;2246;3;cartoleria cancelleria;35;24;;59
non alimentare;cartoleria;"PZA MELOZZO DA FORLI' N. 11 ; isolato:106; accesso: accesso esterno; (z.d. 7)";PZA;MELOZZO DA FORLI';11;6619;7;cartoleria cancelleria;21;12;;33
non alimentare;cartoleria;"VIA ARZAGA N. 24 ; isolato:068; accesso: accesso esterno; (z.d. 6)";VIA;ARZAGA;24;6674;6;cartoleria cancelleria;25;3;;28
non alimentare;cartoleria;"VIA BELLOTTI FELICE N. 13 ; isolato:155; accesso: accesso esterno; (z.d. 3)";VIA;BELLOTTI FELICE;13;3070;3;cartoleria cancelleria;20;10;;30
non alimentare;cartoleria;"VIA BELLOTTI FELICE N. 3 ; isolato:154; accesso: accesso esterno; (z.d. 3)";VIA;BELLOTTI FELICE;3;3070;3;cartoleria cancelleria;35;5;;40
non alimentare;cartoleria;"VIA BIXIO NINO N. 34 ; isolato:157; accesso: accesso esterno; (z.d. 3)";VIA;BIXIO NINO;34;3133;3;cartoleria cancelleria;33;2;;35
non alimentare;cartoleria;"VIA CAGLIERO GIOVANNI N. 14 ; isolato:123; accesso: accesso esterno; (z.d. 2)";VIA;CAGLIERO GIOVANNI;14;1407;2;carta, cartoni, spaghi;51;10;;61
non alimentare;cartoleria;"VIA CANDIANI GIUSEPPE N. 131 ; isolato:028; accesso: accesso esterno; (z.d. 9)";VIA;CANDIANI GIUSEPPE;131;1242;9;cartoleria cancelleria;67;;;67
non alimentare;cartoleria;"VIA CASCINA BAROCCO N. 4 ; isolato:169; accesso: accesso esterno; (z.d. 7)";VIA;CASCINA BAROCCO;4;6695;7;cartoleria cancelleria;20;7;;27
non alimentare;cartoleria;"VIA CASCINA BIANCA N. 20 ; isolato:132; accesso: accesso esterno; (z.d. 6)";VIA;CASCINA BIANCA;20;5454;6;cartoleria cancelleria;50;7;;57
non alimentare;cartoleria;"VIA COLA DI RIENZO N. 2 ; isolato:007; accesso: accesso esterno; (z.d. 6)";VIA;COLA DI RIENZO;2;6094;6;cartoleria cancelleria;60;20;;80
non alimentare;cartoleria;"VIA DEGLI OROMBELLI N. 15 ; isolato:084; accesso: accesso esterno; (z.d. 3)";VIA;DEGLI OROMBELLI;15;2579;3;cartoleria cancelleria;20;18;;38
non alimentare;cartoleria;"VIA DELLA MOSCOVA N. 29 ; isolato:177; accesso: accesso esterno; (z.d. 1)";VIA;DELLA MOSCOVA;29;1016;1;cartoleria cancelleria;17;3;;20
non alimentare;cartoleria;"VIA GIUSTI GIUSEPPE N. 20 ; isolato:114; accesso: accesso esterno; (z.d. 1)";VIA;GIUSTI GIUSEPPE;20;7127;1;cartolibreria;20;20;;40
non alimentare;cartoleria;"VIA LIVIGNO N. 8 ; isolato:067; accesso: accesso esterno; (z.d. 9)";VIA;LIVIGNO;8;1296;9;cartoleria cancelleria;50;;;50
non alimentare;cartoleria;"VIA LOMBROSO CESARE N. 54 interno merc.ingros.ortofrutt.; isolato:091; accesso: accesso esterno; (z.d. 4)";VIA;LOMBROSO CESARE;54;3334;4;cartoleria cancelleria;4;;;4
non alimentare;cartoleria;"VIA LOSANNA N. 10 ; isolato:047; accesso: accesso esterno; (z.d. 8)";VIA;LOSANNA;10;7190;8;cartoleria cancelleria;20;15;;35
non alimentare;cartoleria;"VIA LUSSINPICCOLO N. 1 ; isolato:028; accesso: accesso esterno; (z.d. 9)";VIA;LUSSINPICCOLO;1;1345;9;cartolibreria;18;;;18
non alimentare;cartoleria;"VIA MAC MAHON N. 24 ; isolato:005; accesso: accesso esterno; (z.d. 8)";VIA;MAC MAHON;24;7221;8;cartoleria cancelleria;36;;;36
non alimentare;cartoleria;"VIA MELATO MARIA N. 10 ; isolato:355; accesso: accesso esterno; (z.d. 8)";VIA;MELATO MARIA;10;7366;8;cartoleria cancelleria;30;;;30
non alimentare;cartoleria;"VIA MONTE ROTONDO N. 3 ; isolato:093; accesso: accesso esterno; (z.d. 9)";VIA;MONTE ROTONDO;3;1449;9;cartoleria cancelleria;30;10;;40
non alimentare;cartoleria;"VIA NEGROLI N. 24 ; isolato:247; accesso: accesso esterno; (z.d. 4)";VIA;NEGROLI;24;3279;4;cartoleria cancelleria;40;;;230
non alimentare;cartoleria;"VIA NOVARA N. 219 ; isolato:029; accesso: accesso esterno; (z.d. 7)";VIA;NOVARA;219;6624;7;cartoleria cancelleria;45;;;45
non alimentare;cartoleria;"VIA OZANAM FEDERICO N. 15 ; isolato:045; accesso: accesso esterno; (z.d. 3)";VIA;OZANAM FEDERICO;15;2143;3;cartoleria cancelleria;27;3;;30
non alimentare;cartoleria;"VIA PACINI GIOVANNI N. 37 ; isolato:055; (z.d. 3)";VIA;PACINI GIOVANNI;37;2571;3;cartoleria cancelleria;18;9;;27
non alimentare;cartoleria;"VIA PACINI GIOVANNI N. 70 ; isolato:084; accesso: accesso esterno; (z.d. 3)";VIA;PACINI GIOVANNI;70;2571;3;cartoleria cancelleria;32;14;;46
non alimentare;cartoleria;"VIA PADOVA N. 12 ; isolato:358; accesso: accesso esterno; (z.d. 2)";VIA;PADOVA;12;2275;2;cartoleria cancelleria;43;;;45
non alimentare;cartoleria;"VIA PADOVA N. 82 ; isolato:336; accesso: accesso esterno; (z.d. 2)";VIA;PADOVA;82;2275;2;cartoleria cancelleria;30;;;30
non alimentare;cartoleria;"VIA QUADRONNO N. 34 ; isolato:119; accesso: accesso esterno; (z.d. 1)";VIA;QUADRONNO;34;4021;1;cartoleria cancelleria;26;;;26
non alimentare;cartoleria;"VIA RAVIZZA CARLO N. 26 ; isolato:189; accesso: accesso esterno; (z.d. 7)";VIA;RAVIZZA CARLO;26;6285;7;cartoleria cancelleria;24;6;;30
non alimentare;cartoleria;"VIA RUGGERO DI LAURIA N. 15 ; isolato:339; accesso: accesso esterno; (z.d. 8)";VIA;RUGGERO DI LAURIA;15;7163;8;cartoleria cancelleria;38;15;;53
non alimentare;cartoleria;"VIA SAN VINCENZO N. 1 ; isolato:455; accesso: accesso esterno; (z.d. 1)";VIA;SAN VINCENZO;1;5098;1;cartoleria cancelleria;15;;;15
non alimentare;cartoleria;"VIA STEPHENSON GIORGIO N. 2 ; isolato:114; accesso: accesso esterno; (z.d. 8)";VIA;STEPHENSON GIORGIO;2;7456;8;cartoleria cancelleria;28;;;28
non alimentare;cartoleria 2000;"VIA LODOVICO IL MORO N. 159 ; isolato:035; accesso: accesso esterno; (z.d. 6)";VIA;LODOVICO IL MORO;159;5290;6;cartoleria cancelleria;35;16;;51
non alimentare;cartoleria adua;"VIA LARGA N. 8 ;via larga 008; isolato:390; accesso: accesso esterno; (z.d. 1)";VIA;LARGA;8;318;1;cartoleria cancelleria;60;15;;75
non alimentare;cartoleria aquileia;"VLE CONI ZUGNA N. 11 ; isolato:282; accesso: accesso esterno; (z.d. 1)";VLE;CONI ZUGNA;11;5110;1;cartoleria cancelleria;56;;;56
non alimentare;cartoleria, art.x ufficio;"VLE CAMPANIA N. 3 ; isolato:252; accesso: accesso esterno; (z.d. 4)";VLE;CAMPANIA;3;3100;4;cartoleria cancelleria;60;;;65
non alimentare;cartoleria bandirola snc.;"VIA VENOSA N. 2 ; isolato:149; accesso: accesso esterno; (z.d. 4)";VIA;VENOSA;2;4097;4;cartoleria cancelleria;43;24;;67
